source_id,short_cite,title,title_en,publisher,edition,published,landing_url,file_url,local_file,sha256,accessed,license,origin,evidence,note
spglobal_2024_tw_lng,"S&P Global, 2024, Taiwan LNG blockade risk",,Taiwan vulnerable to LNG supply risks in the event of a maritime blockade,S&P Global Commodity Insights,,2024-05-30,https://www.spglobal.com/energy/en/news-research/latest-news/lng/053024-taiwan-vulnerable-to-lng-supply-risks-in-the-event-of-a-maritime-blockade,,,,2026-09-24,,fork,search_summary,LNG stock about 11 days of use. Used for lng_stock_days = 11. To verify.
moeaea_lng_safety_stock,"Energy Administration, natural gas safety stock",,Natural gas safety stock rules (page to confirm),經濟部能源署 Energy Administration,,,https://www.moeaea.gov.tw/ECW/english/content/Content.aspx?menu_id=8677,,,,2026-09-24,,taiwan,search_summary,"Legal minimum of 7 days (2019), rising to 14 days by 2027. The page was not read and the URL is to confirm."
taipeitimes_2022_coal_stock,"Taipei Times, 2022-08-04, Taipower fuel stocks",,Article on Taipower's fuel stocks during the August 2022 drills,Taipei Times,,2022-08-04,https://www.taipeitimes.com/News/biz/archives/2022/08/04/2003782917,,,,2026-09-24,,taiwan,search_summary,Coal stock about 41 days (Taipower). Used for coal_stock_days = 41. To verify.
taipeitimes_2026_oil_stock,"Taipei Times, 2026-03-06, oil reserves",,Article on Taiwan's oil reserves,Taipei Times,,2026-03-06,https://www.taipeitimes.com/News/biz/archives/2026/03/06/2003853325,,,,2026-09-24,,taiwan,search_summary,Oil stock over 100 days. Used for oil_stock_days = 100. To verify.
gti_2022_stockpiles,"Global Taiwan Institute, 2022, strategic energy stockpiles",,Assessing Taiwan's strategic energy stockpiles,Global Taiwan Institute,,2022-05,https://globaltaiwan.org/2022/05/assessing-taiwans-strategic-energy-stockpiles/,,,,2026-09-24,,fork,search_summary,Oil 146 days (2022); Petroleum Administration Act: 60 days for industry and 30 days for government. To verify.
moeaea_energy_balance,"Energy Administration, energy balance 1982-2025 (toe units)",能源統計年報（平衡表）3-02 能源平衡表(公噸油當量單位)(071-114),"Energy Statistics Annual Report (energy balance), table 3-02: energy balance in tonnes of oil equivalent, 1982-2025","經濟部能源署 Energy Administration, Ministry of Economic Affairs",071-114 (1982-2025); one sheet per year; industry classification revised from 2018 (107),2026-09-07 (115.09.07),https://ea01.moeaea.gov.tw/a0303/02/publication/annually/,https://ea01.moeaea.gov.tw/a0303/02/api/files/y_3-02.%E8%83%BD%E6%BA%90%E5%B9%B3%E8%A1%A1%E8%A1%A8(%E5%85%AC%E5%99%B8%E6%B2%B9%E7%95%B6%E9%87%8F%E5%96%AE%E4%BD%8D)(071-114).xlsx,official/moeaea_energy_balance_toe_1982_2025.xlsx,3387697cde6fa17e0d881bb3928f43c61155d39017f19c75cc8e33abfb008714,2026-09-25,Government Open Data License v1,taiwan,downloaded,"1 toe = 10^7 kcal = 11.63 MWh (electricity counted at 860 kcal/kWh). Rows = flows and sectors (item numbers), columns = products; parsed by label and checked in build_timeseries.py (sectors add up to final consumption, fuels to each sector's total)."
moeaea_co2_by_sector,"Energy Administration, CO2 from fuel combustion by sector 1990-2025",燃料燃燒之二氧化碳排放量統計與分析（2025）附表1.1、附表2.1 部門方法之二氧化碳排放量,"CO2 emissions from fuel combustion, statistics and analysis (2025 edition), Tables A1.1 (direct) and A2.1 (incl. indirect): CO2 by sector","經濟部能源署 Energy Administration, Ministry of Economic Affairs","2025 edition, 1990-2025",2026-09-07 (115.09.07),https://ea01.moeaea.gov.tw/a0303/02/publication/co2/,https://ea01.moeaea.gov.tw/a0303/02/attachments/co2/2025/co2_2025.pdf,official/moeaea_co2_by_sector_incl_indirect_1990_2025.pdf,3a3f38c0aa865a6e1223659d43b09dc152e51288ff23867e403231403ff6a5ea,2026-09-25,,taiwan,downloaded,"Two one-page PDFs (direct: official/moeaea_co2_by_sector_direct_1990_2025.pdf, sha256 a8898a8c956e...). Transcribed to official/moeaea_co2_by_sector_1990_2025.csv; every year's sectors add up to the table total. Column order (energy, industry, transport, agriculture, services, residential) confirmed against the energy balance's fuel use."
moeaea_household_appliances_2024,"Energy Administration, Residential Sector Energy Statistics 2024 (家庭用電資訊百科)",家庭用電資訊百科 2024 (Residential Sector Energy Statistics 2024),Residential Sector Energy Statistics 2024,經濟部能源署 Energy Administration (節能園區 energypark.org.tw); survey by 工業技術研究院 ITRI,"2024 data, printed 2025-10",2025-10,https://energypark.org.tw/,https://energypark.org.tw/upload/ebook/202510031654040.pdf,,44a900a7ede0f008c897147d5be7d353e6ad93c6be1945b05a33efb096b90f59,2026-09-25,,taiwan,downloaded,"Based on ITRI's 2024 household electricity survey: face-to-face, 1,800 households in 22 counties, sampling error under 2.31% at 95% confidence. The 20 MB PDF is not committed; the two figures used are transcribed in official/moeaea_household_electricity_by_appliance_2024.csv."
dgbas_household_equipment_2025,"DGBAS, Survey of Family Income and Expenditure 2025: housing and household equipment",家庭收支調查-家庭住宅及主要設備概況按區域別分(2025年),Survey of Family Income and Expenditure: housing and main household equipment by region (2025),"行政院主計總處 Directorate-General of Budget, Accounting and Statistics (DGBAS)",2025,2026-09-18 (data.gov.tw update),https://data.gov.tw/dataset/109890,https://ws.dgbas.gov.tw/001/Upload/461/relfile/11525/232214/076-%E5%AE%B6%E5%BA%AD%E4%BD%8F%E5%AE%85%E5%8F%8A%E4%B8%BB%E8%A6%81%E8%A8%AD%E5%82%99%E6%A6%82%E6%B3%81%E6%8C%89%E5%8D%80%E5%9F%9F%E5%88%A5%E5%88%86.csv,official/dgbas_household_equipment_2025.csv,8037cebc7a0b4c5307d58a03c045ac57d39dfee3b0b69ab40c838ce7a18232eb,2026-09-25,Government Open Data License v1,taiwan,downloaded,"Ownership rates (% of households) and units per 100 households, national average and by county."
ndc_2050_ccus,Taiwan 2050 net-zero pathway: negative emissions and CCUS (Strategy 6),臺灣2050淨零轉型「碳捕捉利用及封存」關鍵戰略行動計畫,"Taiwan 2050 net-zero transition, key strategy action plan: carbon capture, utilisation and storage","國科會、經濟部、環保署 (NSTC, MOEA, EPA)","核定本 (approved), 112年4月 (2023-04)",2023-04,https://www.cca.gov.tw/climatetalks/net-zero-roadmap/1891.html,https://service.cca.gov.tw/File/Get/climatetalks/zh-tw/m0gTgrggnuRJTOc,official/ndc2050_action_plan_ccus_2023.pdf,122881a26758501bac6e7dcaf7baac2f6da6b98007481b0a0ebcc348516c1eb0,2026-09-26,,taiwan,downloaded,"Downloaded 2026-09-26. The plan gives 2030 CCUS targets of 1.74-4.6 Mt CO2/yr (PDF p. 19) but no 2050 storage volume in its text: the 40.2 Mt CO2/yr of negative emissions in 2050 (search summary) is still to verify, probably in the NDC pathway document itself. Used for sector.co2_sequestration_potential = 40 in sector_path_2050.yaml."
ndc_2050_ev,Taiwan 2050 net-zero pathway: carbon-free and electric vehicles (Strategy 7),臺灣2050淨零轉型「運具電動化及無碳化」關鍵戰略行動計畫,"Taiwan 2050 net-zero transition, key strategy action plan: vehicle electrification and decarbonisation",交通部 Ministry of Transportation and Communications,"核定本 (approved), 112年4月 (2023-04)",2023-04,https://ncsd.ndc.gov.tw/Fore/nsdn/about0/2050Path,https://www.ey.gov.tw/File/D2A731DDD7EC55EC?A=C,official/ndc2050_action_plan_ev_2023.pdf,85a96f417c32e30d6e69107e49e23a806203627139ef2c101b9cb17a37793f1d,2026-09-26,,taiwan,downloaded,"Table 3 (PDF p. 22): electric share of new passenger cars 30% (2030), 60% (2035), 100% (2040); of new motorcycles 35%, 70%, 100%; stock 3.03 million electric cars (43.2%) and 8.86 million electric motorcycles (63.3%) in 2040; totals 7.2 million cars and 14.38 million motorcycles in 2022. All motorcycles electric before 2050 (PDF p. 29). The road energy shares in sector_path_2050.yaml (5/45/85% electric in 2030/2040/2050) are derived from these, not published."
japan_h2_target_2050,Japan Green Growth Strategy: hydrogen cost target for 2050,,"Japan Green Growth Strategy, hydrogen cost target below 20 yen/Nm3 (about US$2/kg) by 2050",Government of Japan (METI),,,https://reglobal.org/hydrogen-economics-for-southeast-asia/,,,,2026-09-25,,fork,search_summary,Lower end of the import price basis for sensitivity C (90 EUR/MWh = about US$3/kg). The landing page is a secondary article; to verify against METI.
aea_co2free_ammonia_cost,"Ammonia Energy Association, The cost of CO2-free ammonia",,The Cost of CO2-free Ammonia,Ammonia Energy Association,,,https://ammoniaenergy.org/articles/the-cost-of-co2-free-ammonia/,,,,2026-09-25,,fork,search_summary,"Renewable ammonia from Australia delivered to Japan, about US$4.4/kg-H2 (about US$700/t NH3). Upper end of the price basis for sensitivity C; to verify."
irena_rpgc_2023_geothermal,"IRENA, Renewable Power Generation Costs in 2023 (geothermal)",,Renewable Power Generation Costs in 2023,International Renewable Energy Agency (IRENA),,2024-09,https://www.irena.org/-/media/Files/IRENA/Agency/Publication/2024/Sep/IRENA_Renewable_power_generation_costs_in_2023_executive_summary.pdf,,,,2026-09-25,,fork,search_summary,"Geothermal global weighted-average total installed cost 4,589 USD/kW in 2023 (range 3,413-6,595). Used as 4.22 million EUR/MW (at 0.92 EUR/USD) in sensitivity D; to verify."
ndc_2050_geothermal,"Taiwan 2050 net-zero pathway: geothermal targets (2 GW in 2040, 6 GW in 2050)",再生能源突破-地熱減碳旗艦行動計畫（核定本）,Renewable energy breakthrough: geothermal flagship action plan (approved),行政院 Executive Yuan / 經濟部 MOEA,,,https://www.ey.gov.tw/File/8500DD8BB3DBF629?A=C,,official/ndc2050_action_plan_geothermal_2023.pdf,6c06e4b4504acc26a3571e42aab553c936b9f95be42bc2501b2b40ca6c177876,2026-09-26,,taiwan,downloaded,"Vision of 200 MW (2030), 2 GW (2040) and 6 GW (2050) (PDF p. 1). The forward-energy action plan gives 3-6.2 GW for 2050 (see ndc_2050_forward_energy). Used as the 6 GW cap in sensitivity D and the 3-6.2 GW range in the official pathway."
ndc_2050_wind_solar,Taiwan 2050 net-zero pathway: wind and solar (Strategy 1),臺灣2050淨零轉型「風電/光電」關鍵戰略行動計畫（核定本）,"Taiwan 2050 net-zero transition, key strategy action plan: wind and solar power",經濟部 Ministry of Economic Affairs,"核定本 (approved), 112年4月 (2023-04)",2023-04,https://ncsd.ndc.gov.tw/Fore/nsdn/about0/2050Path,https://www.ey.gov.tw/File/E5C4540E618F7DB5?A=C,official/ndc2050_action_plan_wind_solar_2023.pdf,be8d6f8c351f4d426c5cb35c97f15693b6003212358a4399e49f562ed1985858,2026-09-26,,taiwan,downloaded,"Offshore wind 40-55 GW in 2050, moving toward floating (PDF p. 10). Solar 40-80 GW in 2050, 50-100 TWh/yr (PDF p. 15). Used as the 2050 capacity ranges in sector_path_2050_official.yaml."
ndc_2050_forward_energy,Taiwan 2050 net-zero pathway: forward-looking energy (Strategy 2),臺灣2050淨零轉型「前瞻能源」關鍵戰略行動計畫（核定本）,"Taiwan 2050 net-zero transition, key strategy action plan: forward-looking energy (geothermal, biomass, ocean)",經濟部 Ministry of Economic Affairs,"核定本 (approved), 112年4月 (2023-04)",2023-04,https://ncsd.ndc.gov.tw/Fore/nsdn/about0/2050Path,https://www.ey.gov.tw/File/51312B3FC3677102?A=C,official/ndc2050_action_plan_forward_energy_2023.pdf,8efd868040234c74772ae1dea77b500d6fdf5f3a6a884bc9361f426d5f96ebe5,2026-09-26,,taiwan,downloaded,"2050 targets: geothermal 3-6.2 GW, biomass 1.4-1.8 GW, ocean 1.3-7.5 GW (PDF p. 6). Geothermal range used in sector_path_2050_official.yaml; biomass and ocean are not bounded in the model."
ndc_2050_hydrogen,Taiwan 2050 net-zero pathway: hydrogen (Strategy 4),臺灣2050淨零轉型「氫能」關鍵戰略行動計畫（核定本）,"Taiwan 2050 net-zero transition, key strategy action plan: hydrogen",經濟部 Ministry of Economic Affairs,"核定本 (approved), 112年4月 (2023-04)",2023-04,https://ncsd.ndc.gov.tw/Fore/nsdn/about0/2050Path,https://ws.ndc.gov.tw/Download.ashx?u=LzAwMS9hZG1pbmlzdHJhdG9yLzEwL3JlbGZpbGUvMC8xNTQ1Ni81ODQzOGM1Ny1kYmE5LTQxODQtOTc5MS01MTZlMjlkZTEzMTQucGRm&n=MDJf5rCr6IO96Zec6Y215oiw55Wl6KGM5YuV6KiI55WrKOaguOWumuacrCkucGRm&icon=.pdf,official/ndc2050_action_plan_hydrogen_2023.pdf,b99d51453b73bcfc456c077a467b1aa7b23fc5ea223bdc2bdd92302eedaa40b1,2026-09-26,,taiwan,downloaded,"Hydrogen 9-12% of power in 2050 (PDF pp. 6, 8). Domestic renewable hydrogen may be insufficient; imports through international cooperation, including liquid hydrogen (PDF pp. 5, 8). 2030 KPIs: 91 MW gas-hydrogen co-firing, 800 MW coal-ammonia co-firing (PDF p. 6)."
ndc_2050_grid_storage,Taiwan 2050 net-zero pathway: power system and storage (Strategy 5),臺灣2050淨零轉型「電力系統與儲能」關鍵戰略行動計畫（核定本）,"Taiwan 2050 net-zero transition, key strategy action plan: power system and energy storage",經濟部 Ministry of Economic Affairs,"核定本 (approved), 112年4月 (2023-04)",2023-04,https://ncsd.ndc.gov.tw/Fore/nsdn/about0/2050Path,https://www.ey.gov.tw/File/16D2A0935341E23?A=C,official/ndc2050_action_plan_grid_storage_2023.pdf,fcc3595b677c261713316489a48103c64be924f2d2c5040f6bc6b7e9437403ad,2026-09-26,,taiwan,downloaded,"Quotes the NDC pathway (2022-03): in 2050 renewables 60-70%, hydrogen 9-12%, thermal with carbon capture 20-27% (PDF p. 3). Battery storage 1.5 GW in 2025 and 5.5 GW in 2030; 2031-2050 targets to be set later; new pumped hydro at Guangming and Shimen (PDF p. 15). Used for sector_path_2050_official_mix.yaml."
netl_baseline_rev4a_capture,"NETL, updated cost and performance of power plants with carbon capture (2023)",,"NETL's Updated Performance and Cost Estimates for Power Generation Facilities Equipped with Carbon Capture (webinar, Cost and Performance Baseline Rev. 4a)",U.S. DOE National Energy Technology Laboratory (NETL),Baseline Rev. 4a (2022); webinar 2023-02-01,2023-02,https://netl.doe.gov/NETLVol1BaselineTool,https://netl.doe.gov/projects/files/netlsupdatedperformanceandcostestimatespowergenerationfacilitiesequippedwithcarboncapture_020223.pdf,official/netl_updated_capture_estimates_2023.pdf,69ef05e118548fd080c62f1d6b286c264d8b1475df0d29771daefacf24234a45,2026-09-26,U.S. government work,fork,downloaded,"H-class NGCC: total overnight cost 970 $/kW without capture (B32A) and 1,980 $/kW with 95% capture (B32B.95) (PDF p. 17, 2018$); LHV net efficiency 61.0% and 54.0% (PDF p. 36). Used as factors 2.041 and 0.885 on the CCGT row for 'CCGT CC' in sector_path_2050_official.yaml."
hampp2023_import_options,"Hampp, Düren & Brown (2023), import options for chemical energy carriers",,Import options for chemical energy carriers from renewable sources to Germany,PLOS ONE 18(2): e0281380,2023-02-09 (correction 2025-01),2023-02,https://doi.org/10.1371/journal.pone.0281380,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0281380&type=printable,official/hampp2023_import_options_germany.pdf,4c6de635d948694262e04726bba4f476f4f8adb1c46b7745ee375ea73fc6c527,2026-09-26,CC BY 4.0,fork,downloaded,2050 delivered costs to Germany: ammonia 242-330 EUR/t at 5% p.a. WACC and 360-492 EUR/t at 10% (PDF p. 25); FT fuels by ship 90-256 EUR/MWh at 5% WACC; every carrier from every exporter at 100 EUR/MWh or less at 5% WACC (PDF pp. 26-27); shipped CH4(l) from Morocco in 2030 82 (5%) to 120 (10%) EUR/MWh (PDF p. 25). Basis for the import prices in sector_path_2050_official_imports.yaml.
aea_ammonia_gas_turbines,"Ammonia Energy Association, ammonia-fueled gas turbines: technology and deployment update",,Ammonia-fueled gas turbines: a technology and deployment update,Ammonia Energy Association,,,https://ammoniaenergy.org/articles/ammonia-fueled-gas-turbines-a-technology-and-deployment-update/,,,,2026-09-26,,fork,search_summary,"Ammonia-fired combined cycles at 60% (LHV) or more against 63% or more for natural gas at the 1,650 C class (search summary; to verify). Used as efficiency factor 0.95 for NH3 CCGT in sector_path_2050_official_imports.yaml."
moeaea_fit_2026_params,"MOEA, feed-in tariff review committee 2026 (115年度), 3rd meeting: cost parameters",115年度再生能源電能躉購費率審定會 第3次會議紀錄,Minutes of the 3rd meeting of the 2026 renewable feed-in tariff review committee,經濟部 Ministry of Economic Affairs (Energy Administration),meeting of 2025-11-26 (114年11月26日),2025-11,https://www.moeaea.gov.tw/ECW/renewable/content/ContentLink.aspx?menu_id=778,https://www.moeaea.gov.tw/ECW/main/content/wHandMenuFile.ashx?file_id=16977,official/moeaea_fit_2026_review_meeting3_minutes.pdf,eeff174eecea90dbe0ec63c949d5c2d2c3535d8b86b5a0b7fcb3fcefb28df1fc,2026-09-26,Government Open Data License v1,taiwan,downloaded,"Table 1 (solar, PDF p. 6) and Table 2 (other renewables, PDF pp. 6-7): installed cost (NT$/kW), O&M share of installed cost (%/yr), annual output (kWh/kW), average cost of capital 5.25%, 20 years. Tables 3-4: the 2026 tariffs. Used in pypsa_tw/data/taiwan_cost_benchmarks.csv."
moeaea_fit_2023_params,"MOEA, feed-in tariff review committee 2023 (112年度), 2nd meeting: cost parameters incl. offshore wind",112年度再生能源電能躉購費率審定會 第2次會議紀錄,Minutes of the 2nd meeting of the 2023 renewable feed-in tariff review committee,經濟部 Ministry of Economic Affairs (Energy Administration),meeting of 2022-11-04 (111年11月4日),2022-11,https://www.moeaea.gov.tw/ECW/renewable/content/ContentLink.aspx?menu_id=778,https://www.moeaea.gov.tw/ECW/main/content/wHandMenuFile.ashx?file_id=13091,official/moeaea_fit_2023_review_meeting2_minutes.pdf,306606175cc9ebaf468a27d746445ae3711cf8adc08852bce45ebe25b5ab1784,2026-09-26,Government Open Data License v1,taiwan,downloaded,"Table 2 (PDF p. 10): offshore wind installed cost 148,600 NT$/kW, O&M 2.87%/yr, 3,750 kWh/kW, cost of capital 5.70%, 20 years. The last offshore wind parameters; from 2026 no reference tariff is set for offshore wind (corporate PPAs)."
taipower_gen_cost_by_source,"Taipower, generation cost by source (各種發電方式之發電成本)",台灣電力公司各種發電方式之發電成本,Taipower generation cost by source (NT$/kWh),台灣電力公司 Taipower,"2023 and 2024 audited (審定決算), 2025 self-compiled (自編決算); dataset modified 2026-06-16",2026-06-16,https://data.gov.tw/dataset/10856,https://service.taipower.com.tw/data/opendata/apply/file/d018001/001.csv,official/taipower_generation_cost_by_source_20260926.csv,73a574486ef6e9178a715e92d1b59d012738529f0ac8f71928bd50caee7d1202,2026-09-26,Government Open Data License v1,taiwan,downloaded,"Actual cost per kWh of Taipower's own generation (fuel, O&M, depreciation) and of purchased power, by source."
taipower_units_realtime,"Taipower, real-time generation by unit (snapshot 2026-09-24)",台灣電力公司各機組發電量即時資訊(含外購電力),"Taipower real-time generation by unit, including purchased power",台灣電力公司 Taipower,snapshot 2026-09-24,,https://data.gov.tw/dataset/8931,,official/taipower_units_20260924.json,ac0ba404eb02eae7589daa01d3cc3a07a5f767681c209a0143a0f9058de70071,2026-09-24,Government Open Data License v1,taiwan,downloaded,"Installed capacity of every unit; the basis of today's fleet (data/custom_powerplants.csv, built by pypsa_tw/data/build_custom_powerplants.py)."
moeaea_solar_approvals_county,"Energy Administration, solar PV approvals by county and year",太陽光電各縣市年度同意備案容量,Solar PV approved capacity by county and year,經濟部能源署 Energy Administration,2015-2025,,https://data.gov.tw/dataset/16423,,official/moeaea_solar_approvals_by_county_kW.csv,c875d2cbae138fce581d7dce162967b0f48ad446efb13703d36f2c747f72782b,2026-09-24,Government Open Data License v1,taiwan,downloaded,"Solar capacity per county in today's fleet (one row per county, placed at a representative point of the county from GADM 4.1)."
osm_power_plants_tw,"OpenStreetMap, power plants in Taiwan (Overpass API, 2026-09-24)",,OpenStreetMap power=plant features in Taiwan,OpenStreetMap contributors,Overpass API query 2026-09-24,,https://www.openstreetmap.org/copyright,,official/osm_power_plants_tw_20260924.json,e192e1157c1a7e6debd1df7e6a6746b801cdce3cdb376914c0bc95f6fb2c8a06,2026-09-24,ODbL 1.0,fork,downloaded,Plant coordinates; each plant links to its OpenStreetMap object on the model data page.
osm_grid_earth_osm,"OpenStreetMap power grid via earth-osm (PyPSA-Earth), downloaded 2026-07-17",,"OpenStreetMap substations, lines and cables, extracted with earth-osm",OpenStreetMap contributors; earth-osm (PyPSA-meets-Earth),download of 2026-07-17 (resources/<run>/osm/raw),,https://github.com/pypsa-meets-earth/earth-osm,https://www.openstreetmap.org/copyright,,,2026-07-17,ODbL 1.0,pypsa-earth,model_input,The base network (substations and lines of 35 kV and above) built by PyPSA-Earth's build_osm_network.
gadm_41,GADM 4.1 administrative areas,,"GADM database of Global Administrative Areas, version 4.1",GADM,4.1,2022,https://gadm.org,,,,,GADM licence (non-commercial use),pypsa-earth,model_input,Taiwan's outline and counties (data/gadm/gadm41_TWN); onshore regions are the Voronoi cells of the substations clipped to it.
marineregions_eez_v11,"Marine Regions, Maritime Boundaries (EEZ) v11",,"Maritime Boundaries Geodatabase: Exclusive Economic Zones, version 11",Flanders Marine Institute (VLIZ),v11,2019,https://www.marineregions.org/,,,,,CC BY 4.0,pypsa-earth,model_input,"Offshore regions (data/eez/eez_v11.gpkg), where offshore wind can be built."
era5_hersbach2020,"Hersbach et al. (2020), ERA5 reanalysis",,The ERA5 global reanalysis,Quarterly Journal of the Royal Meteorological Society 146: 1999-2049,,2020,https://doi.org/10.1002/qj.3803,https://cds.climate.copernicus.eu/,,,,Copernicus licence,pypsa-earth,model_input,"Weather of 2013 (cutouts/cutout-2013-era5-tw.nc, 0.3 degree cells) for solar and wind output."
atlite_hofmann2021,"Hofmann et al. (2021), atlite",,atlite: A Lightweight Python Package for Calculating Renewable Power Potentials and Time Series,Journal of Open Source Software 6(62): 3294,,2021,https://doi.org/10.21105/joss.03294,https://github.com/PyPSA/atlite,,,,MIT,pypsa-earth,model_input,Converts weather to capacity factors and computes eligible land (build_renewable_profiles).
copernicus_lc100_2019,"Buchhorn et al. (2020), Copernicus Global Land Cover 100 m, 2019",,"Copernicus Global Land Service: Land Cover 100m, collection 3, epoch 2019",Zenodo,v3.0.1,2020,https://doi.org/10.5281/zenodo.3939050,,,,,CC BY 4.0,pypsa-earth,model_input,Land-cover classes allowed for solar and wind (data/copernicus/PROBAV_LC100_global_v3.0.1_2019-nrt).
